sentimento,empresa,tempo_reclamacao,status,titulo,seguro,sinistro,prestamista,carro,cancelamento,protecao,atendimento,rembolso
Positivo,Porto Seguro,16,Resolvido,"Espera eterna, atendimento não resolve",false,false,false,false,false,false,true,false
Positivo,Porto Seguro,10,Resolvido,"solicitei porto seguro faz, nao resolveram o problema e me cobraram",true,false,false,false,false,false,false,false
Positivo,Porto Seguro,37,Resolvido,Cadastro,false,false,false,false,false,false,false,false
Positivo,Porto Seguro,5,Resolvido,Fiz dois chamados e não fui atendido,false,false,false,false,false,false,false,false
Positivo,Porto Seguro,33,Resolvido,Porto Seguro / Autoglass - ATENDIMENTO PÉSSIMO,true,false,false,false,false,false,false,false
Positivo,Porto Seguro,2,Resolvido,CONSERTO DE PARTE DAS AVARIAS,false,false,false,false,false,false,false,false
Positivo,Porto Seguro,10,Resolvido,Impossivel contato com atendente,false,false,false,false,false,false,false,false
Positivo,Porto Seguro,34,Resolvido,Porto Seguro Carro Fácil nem tão fácil assim,true,false,false,true,false,false,false,false
Positivo,Porto Seguro,4,Resolvido,Veículo esperando análise,false,false,false,false,false,false,false,false
Positivo,Porto Seguro,1,Resolvido,Não cumpre prazos,false,false,false,false,false,false,false,false
Positivo,Porto Seguro,2,Resolvido,Sinistro de Terceiros,false,true,false,false,false,false,false,false
Positivo,Porto Seguro,11,Resolvido,Demora no andamento do processo de sinistro,false,true,false,false,false,false,false,false
Positivo,Porto Seguro,21,Resolvido,"Evitei usar o Reclame aqui, mas após 1 ano sem solução vi que não teria jeito",false,false,false,false,false,false,false,false
Positivo,Porto Seguro,8,Resolvido,Aplicativo trânsito mais gentil não aceita meu login,false,false,false,false,false,false,false,false
Positivo,Porto Seguro,15,Resolvido,Cobrança Indevida de Seguro Residencial,true,false,false,false,false,false,false,false
Positivo,Porto Seguro,7,Resolvido,Mudança indevida de valores em contrato vigente,false,false,false,false,false,false,false,false
Positivo,Porto Seguro,3,Resolvido,descepicionado,false,false,false,false,false,false,false,false
Positivo,Porto Seguro,5,Resolvido,Cobrança indevida,false,false,false,false,false,false,false,false
Positivo,Porto Seguro,23,Resolvido,ATEDIMENTO,false,false,false,false,false,false,false,false
Positivo,Porto Seguro,36,Resolvido,Solicitação de estorno não processada,false,false,false,false,false,false,false,false
Positivo,Porto Seguro,9,Não resolvido,Seguradora não compre apólice,false,false,false,false,false,false,false,false
Positivo,Porto Seguro,11,Resolvido,Comprovante de cancelamento de apólice de seguro fiança que não se concretizou,true,false,false,false,true,false,false,false
Positivo,Porto Seguro,12,Resolvido,sem atendimento telefônico,false,false,false,false,false,false,true,false
Positivo,Porto Seguro,12,Resolvido,Consulta não consentida ao meu CPF no Serasa,false,false,false,false,false,false,false,false
Positivo,Porto Seguro,7,Resolvido,Cobrança no meu número de celular para outra pessoa,false,false,false,false,false,false,false,false
Positivo,Porto Seguro,13,Resolvido,Boleto indevido,false,false,false,false,false,false,false,false
Positivo,Porto Seguro,6,Resolvido,Demora na aprovação do orçamento,false,false,false,false,false,false,false,false
Positivo,Porto Seguro,3,Resolvido,Cancelamento,false,false,false,false,true,false,false,false
Negativo,Youse Seguros,53,Não resolvido,Seguro cancelado.,true,false,false,false,false,false,false,false
Negativo,Youse Seguros,13,Resolvido,COBRANÇA INDEVIDA - NÃO ESTORNAM E NÃO DEPOSITAM O VALOR,false,false,false,false,false,false,false,false
Negativo,Youse Seguros,40,Não resolvido,Não contrate nada desta empresa,false,false,false,false,false,false,false,false
Negativo,Youse Seguros,26,Não resolvido,Assistência Técnica,false,false,false,false,false,false,false,false
Negativo,Youse Seguros,7,Não resolvido,Atendimento PÉSSIMO,false,false,false,false,false,false,true,false
Negativo,Youse Seguros,50,Não resolvido,Valor absurdo na renovação,false,false,false,false,false,false,false,false
Negativo,Youse Seguros,3,Não resolvido,Apolice Cancelada sem motivo,false,false,false,false,false,false,false,false
Negativo,Youse Seguros,2,Não resolvido,Seguro aumentou quase o dobro,true,false,false,false,false,false,false,false
Negativo,Youse Seguros,19,Resolvido,Guincho,false,false,false,false,false,false,false,false
Negativo,Youse Seguros,9,Não resolvido,Cancelamento do seguro.,true,false,false,false,true,false,false,false
Negativo,Youse Seguros,2,Não resolvido,4 horas para conseguir serviço de guincho e assistência,false,false,false,false,false,false,false,false
Negativo,Youse Seguros,26,Não resolvido,Não contratem! Propaganda enganosa!,false,false,false,false,false,false,false,false
Negativo,Youse Seguros,4,Não resolvido,Reajuste absurdo na mensalidade,false,false,false,false,false,false,false,false
Negativo,Youse Seguros,0,Não resolvido,Youse não aceita minha classe bônus,false,false,false,false,false,false,false,false
Negativo,Youse Seguros,5,Não resolvido,Mal serviço,false,false,false,false,false,false,false,false
Negativo,Youse Seguros,27,Não resolvido,CARRO NEGADO NÃO INFORMAM O MOTIVO,false,false,false,false,false,false,false,false
Negativo,Youse Seguros,8,Não resolvido,Cancelamento do seguro,true,false,false,false,true,false,false,false
Negativo,Youse Seguros,7,Resolvido,Pessimo atendimento,false,false,false,false,false,false,true,false
Negativo,Youse Seguros,6,Não resolvido,COBRAM POR SERVIÇOS NÃO PRESTADOS,false,false,false,false,false,false,false,false
Negativo,Youse Seguros,29,Não resolvido,Propaganda enganosa,false,false,false,false,false,false,false,false
Negativo,Youse Seguros,1,Resolvido,Seguro recusado,true,false,false,false,false,false,false,false
Negativo,Youse Seguros,38,Não resolvido,cobranças indevida e mesmo reclamando até na ouvidoria ninguem resolve,false,false,false,false,false,false,false,false
Negativo,Youse Seguros,4,Não resolvido,Aumento abusivo,false,false,false,false,false,false,false,false
Negativo,Youse Seguros,17,Resolvido,Cancelaram minha apólice e não consigo fazer outra,false,false,false,false,false,false,false,false
Negativo,Youse Seguros,19,Não resolvido,Seguro Funeral Enganoso,true,false,false,false,false,false,false,false
Negativo,Youse Seguros,35,Não resolvido,Não consegui contratar o seguro,true,false,false,false,false,false,false,false
Negativo,Youse Seguros,5,Resolvido,Cobrança indevida,false,false,false,false,false,false,false,false
Negativo,Youse Seguros,5,Resolvido,Péssima experiência ! 4H para chegar um reboque.,false,false,false,false,false,false,false,false
Positivo,Youse Seguros,12,Resolvido,Propaganda enganosa,false,false,false,false,false,false,false,false
Positivo,Youse Seguros,19,Resolvido,Propaganda enganosa,false,false,false,false,false,false,false,false
Positivo,Youse Seguros,16,Resolvido,NOVA COBRANÇA INDEVIDA!,false,false,false,false,false,false,false,false
Positivo,Youse Seguros,6,Resolvido,Tive meu seguro cancelado por um erro interno e agora não consigo contratar,true,false,false,false,false,false,false,false
Positivo,Youse Seguros,2,Resolvido,Cancelamento de apólice,false,false,false,false,true,false,false,false
Positivo,Youse Seguros,22,Resolvido,Cobrança Indevida não estornada,false,false,false,false,false,false,false,false
Positivo,Youse Seguros,25,Resolvido,Renovam seu seguro sem você querer e é quase impossível de cancelar,true,false,false,false,false,false,false,false
Positivo,Youse Seguros,26,Resolvido,Estorno de cobrança indevida não pago,false,false,false,false,false,false,false,false
Positivo,Youse Seguros,7,Resolvido,"YOUSE NAO RETORNA EMAIL DESDE JANEIRO, NAO CONCEDE DESCONTO E REALIZA PROPAGANDA ENGANOSA",false,false,false,false,false,false,false,false
Positivo,Youse Seguros,7,Resolvido,Empresa promete recompensa por indicação de pessoas e não paga a recompensa,false,false,false,false,false,false,false,false
Positivo,Youse Seguros,9,Resolvido,não consigo alterar beneficiários seguro vida,true,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,11,Não resolvido,Carro sem previsão de reparo e sem direito a carro reserva,false,false,false,true,false,false,false,false
Negativo,MAPFRE Seguros,22,Não resolvido,Pedido devolução dinheiro da seguradora,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,9,Não resolvido,Estou a duas semanas tentando gerar um boleto,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,3,Não resolvido,3:00 esperando um reboque em via principal de SP,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,15,Não resolvido,"Mal atendimento, demora, ninguém sabe resolver (SINISTRO DO CARRO)!!!!!!!!!!",false,false,false,false,false,false,true,false
Negativo,MAPFRE Seguros,31,Resolvido,Devolução de valor - Título de capitalização,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,38,Resolvido,Sem resposta,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,75,Resolvido,Cancelaram meu seguro mas debitaram o valor,true,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,7,Resolvido,Assistencia 24 horas desqualificada - Mapfre terceiriza e não acompanha o serviço,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,42,Não resolvido,Notebook queimado que a mafre não quer pagar,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,12,Não resolvido,Demora na indenização,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,42,Resolvido,Mapfre negou o reparo do meu carro,false,false,false,true,false,false,false,false
Negativo,MAPFRE Seguros,28,Não resolvido,Falta de resposta para resolução de sinistro,false,true,false,false,false,false,false,false
Negativo,MAPFRE Seguros,27,Resolvido,BB Seguros cancela apólice indevidamente e não resolve o problema.,true,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,43,Não resolvido,"Ressarcimento de Franquia paga pela segurada,",false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,2,Resolvido,Garantia estendida!,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,12,Não resolvido,"Falta de assistência, demora no retorno, descaso total",false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,9,Não resolvido,BB SEGUROS/MAPFRE: + DE 90 DIAS SEM O CARRO,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,11,Não resolvido,2 horas pra mandar um guincho no centro de Guarapuava PR,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,37,Não resolvido,Classe bônus zero,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,6,Não resolvido,Seguro Estendido que não funciona,true,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,1,Não resolvido,"Vida - Na pior hora, a cobertura não é igual vendem. Parece o sanduíche com gosto de picanha.",false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,8,Não resolvido,"Carro não totalmente concertado devido a vistoria da seguradora. Péssimo atendimento, enganadores.",false,false,false,true,false,false,true,false
Negativo,MAPFRE Seguros,42,Não resolvido,Cobrança em duplicidade sem estorno,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,8,Não resolvido,2 anos sem juros e correçao,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,14,Não resolvido,"MAPFRE SEGUROS NÃO CONFIE, POIS NÃO ASSEGURA NINGUÉM , COLOCARÁ SEU PATRONIO EM RISCO COM A MAPFRE INSEGUROS.",false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,13,Não resolvido,PÉSSIMO ATENDIMENTO E DESCASO,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,16,Resolvido,Televisão com defeito . Seguro demorado.,true,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,2,Não resolvido,Sem assistência,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,22,Não resolvido,Descaso com o segurado,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,31,Resolvido,Indenização,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,6,Não resolvido,BB seguro,true,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,14,Não resolvido,GUINCHO péssimo atendimento,false,false,false,false,false,false,true,false
Negativo,MAPFRE Seguros,6,Não resolvido,Seguro descoberto há mais de 20 dias por falta de atualização do meu CEP na apólice.,true,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,11,Não resolvido,Sinistro em Fevereiro,false,true,false,false,false,false,false,false
Negativo,MAPFRE Seguros,92,Não resolvido,Serviço ruim e irresponsável.,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,35,Não resolvido,Falta de pagamento da Mapfre,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,37,Resolvido,Seguro há 2 meses na enrolação,true,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,6,Não resolvido,Total descaso com terceiro abalroado por segurado,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,14,Não resolvido,Mafre seguro celular nao contrate,true,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,7,Não resolvido,Consulta ao SERASA,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,8,Resolvido,Desrespeito com segurado e terceiro. Ausência de avaliação em veículo.,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,35,Não resolvido,Na contrate seguro auto do Banco do Brasil,true,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,11,Não resolvido,Seguro de rompimento de tubulações,true,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,36,Resolvido,Péssimo atendimento e falta de respeito com terceiro,false,false,false,false,false,false,true,false
Negativo,MAPFRE Seguros,22,Não resolvido,Dificuldade para cancelamento e resgate total de valor em plano de previdência,false,false,false,false,true,false,false,false
Negativo,MAPFRE Seguros,14,Não resolvido,Dificuldade de abrir reclamação na ouvidoria,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,42,Resolvido,MAPFRE SEGUROS GERAIS S.A,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,11,Resolvido,Ridículo. Não conseguem fazer vistoria de um Tcross 2022.,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,19,Resolvido,"Comprei um produto, acionei a garantia e nao foi resolvido",false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,6,Não resolvido,Péssimo atendimento Assistência 24hs,false,false,false,false,false,false,true,false
Negativo,MAPFRE Seguros,14,Não resolvido,Não atendem na hora em que você mais precisa,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,2,Resolvido,MAPFRE não cumpriu o prazo de pagamento discreto em contrato,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,29,Resolvido,Mapfre não paga cliente,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,12,Resolvido,Lucro cessante,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,21,Não resolvido,Não cumpre seguro contratado,true,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,1,Resolvido,Vistoria em veículo zero km,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,47,Não resolvido,Descaso e Falta de Atendimento,false,false,false,false,false,false,true,false
Negativo,MAPFRE Seguros,7,Resolvido,Me sinto enganado,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,33,Resolvido,Garantia estendida,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,9,Resolvido,Me sinto enganado,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,63,Resolvido,ENCAMINHADA PARA O REPARO DO CELULAR EM UM OUTRO ESTADO,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,9,Resolvido,FALTA DE RESPEITO PELO CONSUMIDOR - NÃO FAÇAM NEGOCIO COME STA EMPRESA!!!!,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,78,Não resolvido,Saldo Resgate Previdência,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,23,Resolvido,SEGURADORA NÃO PAGA SINISTRO - CUIDADO ENGANADORES,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,39,Resolvido,Demora absurda,false,false,false,false,false,false,false,false
Negativo,MAPFRE Seguros,5,Não resolvido,Cancelamento a revelia,false,false,false,false,true,false,false,false
Negativo,MAPFRE Seguros,5,Resolvido,Desrespeito com o cliente,false,false,false,false,false,false,false,false
Positivo,MAPFRE Seguros,8,Resolvido,seguradora pessima não facam,false,false,false,false,false,false,false,false
Positivo,MAPFRE Seguros,7,Resolvido,PRODUTO ELETRÔNICO SEM NOTA FISCAL,false,false,false,false,false,false,false,false
Positivo,MAPFRE Seguros,37,Resolvido,"EMPRESA NÃO PRESTA ATENDIMENTO, DEMORA NA SOLUÇÃO DE SINISTRO",false,false,false,false,false,false,false,false
Positivo,MAPFRE Seguros,33,Resolvido,GARANTIA ESTENDIDA NÃO CUMPRIDA,false,false,false,false,false,false,false,false
Positivo,MAPFRE Seguros,14,Resolvido,SEGURADOARA ENROLA PARA FAZER A PERICIA DO VEICULO,false,false,false,false,false,false,false,false
Positivo,MAPFRE Seguros,8,Resolvido,"Recusas injustificadas em seguida, pedindo dados que eu já apresentei",false,false,false,false,false,false,false,false
Positivo,MAPFRE Seguros,3,Resolvido,CONTA AINDA NO ESAJ PROCESSO QUE O CARRO JA FOI ATE DEVOLVIDO,false,false,false,false,false,false,false,false
Positivo,MAPFRE Seguros,31,Resolvido,Ganhos cessantes,false,false,false,false,false,false,false,false
Positivo,MAPFRE Seguros,63,Resolvido,Cobrança indevida,false,false,false,false,false,false,false,false
Positivo,MAPFRE Seguros,36,Resolvido,Sem reembolso,false,false,false,false,false,false,false,true
Positivo,MAPFRE Seguros,9,Resolvido,Péssimo atendimento!,false,false,false,false,false,false,true,false
Positivo,MAPFRE Seguros,37,Resolvido,2 via de boleto em atraso,false,false,false,false,false,false,false,false
Positivo,MAPFRE Seguros,36,Resolvido,DISCRIMINAÇÃO,false,false,false,false,false,false,false,false
Positivo,MAPFRE Seguros,16,Resolvido,Assistência residencial,false,false,false,false,false,false,false,false
Positivo,MAPFRE Seguros,3,Resolvido,Pagamento de parcelas,false,false,false,false,false,false,false,false
Positivo,MAPFRE Seguros,6,Resolvido,Nao me atendem - Resgate Previdencia,false,false,false,false,false,false,false,false
Positivo,MAPFRE Seguros,4,Resolvido,DEMORA NO SERVIÇO DE SINISTRO,false,false,false,false,false,false,false,false
Positivo,MAPFRE Seguros,9,Resolvido,Seguro do carro 2 meses e não trocou teto solar quebrado,true,false,false,true,false,false,false,false
Positivo,MAPFRE Seguros,19,Resolvido,"Três vezes seguidas, sem intervalo de tempo, com o mesmo defeito!",false,false,false,false,false,false,false,false
Positivo,MAPFRE Seguros,10,Resolvido,Sinistro de celular,false,true,false,false,false,false,false,false
Positivo,MAPFRE Seguros,9,Resolvido,ASSISTENCIA 24HS,false,false,false,false,false,false,false,false
Positivo,MAPFRE Seguros,15,Resolvido,Sem retorno da assistência,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,33,Não resolvido,Dificuldades em obter a Carta de Permanência,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,8,Não resolvido,Insatisfação total com a Bradesco Seguros auto,true,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,71,Não resolvido,Bradesco Seguro usa de táticas protelatórias para não pagar o prêmio,true,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,85,Resolvido,REEMBOLSO DE GUINCHO,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,2,Resolvido,Valor lucro cessante,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,7,Não resolvido,Redução de mama negada,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,15,Não resolvido,Nao recebi o informe de rendimento 2021,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,9,Não resolvido,Cobertura que não existe,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,4,Não resolvido,"Não enviam guincho, deixam na mão!",false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,3,Não resolvido,NÃO COBRIRAM DANOS AO VEICULO A TERCEIROS,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,4,Não resolvido,NUNCA CONSIGO AGENDAR ACUPUNTURA QUANDO PRECISO,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,9,Não resolvido,"Na hora que vocês mais precisa, a seguradora lava as mãos",false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,44,Resolvido,Assistência 24hs não prestada,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,27,Não resolvido,"NÃO RECEBI O SEGURO, JÁ PEDI FAZ UM ANO",false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,42,Resolvido,Bradesco Seguros não aceita cancelamento,true,false,false,false,true,false,false,false
Negativo,Bradesco Seguros,17,Não resolvido,Pior seguro que eu já fiz em 37 anos. Não fazem reembolso!,true,false,false,false,false,false,false,true
Negativo,Bradesco Seguros,49,Resolvido,"Carro parado há 6 meses, pior seguro.",true,false,false,true,false,false,false,false
Negativo,Bradesco Seguros,28,Não resolvido,Carro com 50 dias na oficina para reparo,false,false,false,true,false,false,false,false
Negativo,Bradesco Seguros,5,Não resolvido,Problemas com o pagamento lucro cessante,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,5,Não resolvido,Pior escolha em planos de Saúde( Bradesco top) .,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,49,Resolvido,FALTA DE RETORNO SINISTRO SEGURO,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,7,Resolvido,Reembolso a mais de 5 mes sem pagamento,false,false,false,false,false,false,false,true
Negativo,Bradesco Seguros,6,Não resolvido,Lucros cessantes valor oferecido é inaceitável,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,36,Não resolvido,Casa atingida por vendaval e cliente não ressarcido!,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,7,Não resolvido,PROBLEMA NAO RESOLVIDO E FALTA DE ACESSO AO MEU CONVÊNIO,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,12,Não resolvido,PAGAMENTO DE LUCRO CESSANTE,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,44,Não resolvido,Bradesco não autoriza exames,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,3,Não resolvido,Guia de Nutricionista Negado,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,5,Não resolvido,descaso com o cliente,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,25,Resolvido,Reembolso Exame COVID,false,false,false,false,false,false,false,true
Negativo,Bradesco Seguros,9,Não resolvido,tarefa árdua conseguir boleto de pagamento,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,8,Resolvido,Bradesco Seguro Residencial não cumpre apólice de seguro,true,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,4,Resolvido,Descaso total com o cliente,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,2,Resolvido,Extrato de Anual de Sinistro Pagos,false,true,false,false,false,false,false,false
Negativo,Bradesco Seguros,0,Não resolvido,Não aceitam exames de sangue de nutricionista,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,14,Não resolvido,Bradesco não informa mais aos clientes o rendimento da previdência,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,40,Não resolvido,Convênio descredenciado,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,8,Não resolvido,atraso no concerto do carro,false,false,false,true,false,false,false,false
Negativo,Bradesco Seguros,8,Não resolvido,3 reclamação e nada do Reembolso,false,false,false,false,false,false,false,true
Negativo,Bradesco Seguros,4,Resolvido,NÃO ATENDIMENTO DO SERVIÇO SOLICITADO,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,23,Não resolvido,Portal proteção,false,false,false,false,false,true,false,false
Negativo,Bradesco Seguros,18,Não resolvido,Reembolso negado,false,false,false,false,false,false,false,true
Negativo,Bradesco Seguros,6,Não resolvido,SOCORRO DE ELETRECISTA,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,55,Não resolvido,Solicitação de Reembolso,false,false,false,false,false,false,false,true
Negativo,Bradesco Seguros,67,Não resolvido,Sinistro - Peças Não chega a Oficina,false,true,false,false,false,false,false,false
Negativo,Bradesco Seguros,28,Não resolvido,Infusão de medicação - Pulsoterapia Intravenosa,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,13,Não resolvido,REEMBOLSO NEGADO E REEMBOLSO PAGO VALOR ERRADO,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,28,Não resolvido,Seguro auto Bradesco absurdo,true,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,1,Não resolvido,Seguro de carro Bradesco seguro,true,false,false,true,false,false,false,false
Negativo,Bradesco Seguros,29,Não resolvido,"DESCUMPRIMENTO DE OBRIGAÇÕES, DESRESPEITO COM CONSUMIDOR",false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,35,Não resolvido,Não compre Seguro de viagem com Bradesco - Não irá conseguir cancelar e receber o reembolso,true,false,false,false,false,false,false,true
Negativo,Bradesco Seguros,8,Não resolvido,Solicitação de Reboque e Mecanico,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,42,Não resolvido,Recebimento de serviço prestado a seguradora,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,34,Não resolvido,APP Bradesco Seguros não funciona corretamente,true,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,12,Não resolvido,Demora na transferência da Previdência Privada,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,5,Não resolvido,Cancelamento apólice seguro - sem notificação pendência pagamento,true,false,false,false,true,false,false,false
Negativo,Bradesco Seguros,34,Resolvido,DESMARCAÇÃO DE CIRURGIA AGENDADA,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,4,Resolvido,Não cancelam meu seguro prestamista,true,false,true,false,false,false,false,false
Negativo,Bradesco Seguros,31,Resolvido,Falta de Assistência da seguradora com carro quebrado DENTRO da cidade,false,false,false,true,false,false,false,false
Negativo,Bradesco Seguros,3,Não resolvido,SOLICITAÇÃO DE REBOQUE,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,13,Resolvido,Extrato de pagamento nunca emitido,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,25,Não resolvido,Não liberação de Sessões de Terapia,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,13,Não resolvido,Não conseguem modificar a forma de pagamento do meu seguro auto,true,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,3,Não resolvido,Troca de Senha,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,10,Resolvido,Não recebi meu resgate,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,12,Não resolvido,CANCELAMENTO DE TRATAMENTO,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,13,Não resolvido,Reembolso cirurgia refrativa,false,false,false,false,false,false,false,true
Negativo,Bradesco Seguros,42,Não resolvido,Reembolso não pago e Reclamação na ANS,false,false,false,false,false,false,false,true
Negativo,Bradesco Seguros,67,Resolvido,Contratei o seguro e não me enviam a apolice,true,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,81,Não resolvido,Empresa irresponsável. Demora no atendimento e não reembolsa,false,false,false,false,false,false,true,false
Negativo,Bradesco Seguros,63,Não resolvido,"Bradesco Seguro se recusando a cumprir o contrato de cobertura de faróis, lanterna e retrovisores - PÉSSIMO SEGURO",true,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,32,Não resolvido,Cobrança absurda,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,36,Não resolvido,Carro na oficina há 3 meses,false,false,false,true,false,false,false,false
Negativo,Bradesco Seguros,9,Resolvido,Seguro Viagem enganação,true,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,5,Não resolvido,Impossível refazer a senha,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,16,Não resolvido,Desrespeito total com o cliente,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,5,Resolvido,"Não faça seguro auto Bradesco, não atende os segurados",true,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,16,Resolvido,Bradesco vida e previdência cobrança indevida,false,false,false,false,false,false,false,false
Negativo,Bradesco Seguros,11,Resolvido,Nome errado,false,false,false,false,false,false,false,false
