row_hash,empresa,titulo,local,data_abertura,data_fechamento,tempo_reclamacao,status,vfn,nota,sentimento
-702085481869398927,Bradesco Seguros,Pensem muito antes de contratar Bradesco Saúde!,Mossoró - RN,2022-04-27,2022-05-19,22,Não resolvido,Não,0,negativo
-8379029274867213655,Bradesco Seguros,REEMBOLSO NEGADO E REEMBOLSO PAGO VALOR ERRADO,Mairiporã - SP,2022-04-14,2022-04-27,13,Não resolvido,Não,0,negativo
4151730879516983292,MAPFRE Seguros,3:00 esperando um reboque em via principal de SP,Osasco - SP,2022-04-11,2022-04-14,3,Não resolvido,Não,0,negativo
1818635218480682779,Porto Seguro,Não está a aprovando minha renovação da assinatura,Jaboatão dos Guararapes - PE,2022-04-06,2022-04-19,13,Não resolvido,Não,0,negativo
5177164996438150913,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",ALLIANZ SEGUROS NEGA A ENTREGA DO CARRO RESERVA,Salvador - BA,2022-04-28,2022-05-23,25,Não resolvido,Não,0,negativo
3178215267522487027,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",não quitacao de Ipva apos pagamento de sinistro,Franco da Rocha - SP,2022-05-02,2022-05-26,24,Não resolvido,Não,0,negativo
-684654257821667036,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Sou terceiro em um acidente e eles não resolvem,São Sebastião - SP,2022-05-04,2022-05-18,14,Não resolvido,Não,0,negativo
8823573207181024155,Tokio Marine Seguradora,Não contrate a seguradora Tóquio Marine,Porto Alegre - RS,2022-04-12,2022-04-25,13,Não resolvido,Não,0,negativo
-8818761849905808396,Tokio Marine Seguradora,Recusa indevida ao pagamento de sinitro,Sorocaba - SP,2022-04-24,2022-05-08,14,Não resolvido,Não,0,negativo
-932748690242459224,AIG Seguros Brasil,Proteção de Preço não paga - Visa e AIG Seguros,Fortaleza - CE,2022-06-10,2022-07-01,21,Resolvido,Não,0,negativo
3273831202361512655,Bradesco Seguros,NUNCA CONSIGO AGENDAR ACUPUNTURA QUANDO PRECISO,Guarulhos - SP,2022-05-05,2022-05-09,4,Não resolvido,Não,0,negativo
279152767409964468,HDI Seguros,Seguradora não quer pagar tabela FIPE para terceiros,Vila Velha - ES,2022-06-23,2022-07-01,8,Resolvido,Não,0,negativo
-1718831363891248086,MAPFRE Seguros,Total descaso com terceiro abalroado por segurado,Niterói - RJ,2022-04-13,2022-04-19,6,Não resolvido,Não,0,negativo
8975405900683209631,Zurich Brasil Seguros,Não querem cobrir o sinistro de Furto Qualificado,Mogi das Cruzes - SP,2022-03-30,2022-04-11,12,Não resolvido,Não,0,negativo
-3664030932961188465,AIG Seguros Brasil,Sinistro Pendente - 03659328 - Proteção de Compras,São Paulo - SP,2022-04-02,2022-04-30,28,Não resolvido,Não,0,negativo
-1345609908656883775,Bradesco Seguros,Bradesco seguros não me fornece cópia da apólice,Rio de Janeiro - RJ,2022-05-09,2022-06-06,28,Não resolvido,Não,0,negativo
6944889149034317440,Porto Seguro,MAÇADA E PÉSSIMO ATENDIMENTO - TECH FÁCIL PORTO SEGURO,Ribeirão - PE,2022-04-06,2022-04-19,13,Resolvido,Não,0,negativo
-7262432731980741443,Porto Seguro,PORTO SEGURO - CORRETORA SBM - Não respeitam as apólices,São Paulo - SP,2022-04-27,2022-06-24,58,Não resolvido,Não,0,negativo
8379202017561378004,Porto Seguro,Recusa na cobertura de danos provocados por vendaval,Pará de Minas - MG,2022-04-26,2022-06-01,36,Não resolvido,Não,0,negativo
-2232075667119378282,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Leilão de carros da seguradora Allianz nunca mais!!!!!,Niterói - RJ,2022-05-14,2022-05-19,5,Não resolvido,Não,0,negativo
854441872230446502,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Negaram o taxi pra recuperar o veículo na oficina.,S.Sebastião do Maranhão - MG,2022-05-16,2022-07-03,48,Não resolvido,Não,0,negativo
-3897652973376257914,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Qualidade baixa das oficinas parceiras da Allianz,Belo Horizonte - MG,2022-05-06,2022-06-27,52,Não resolvido,Não,0,negativo
1850255122874312216,Tokio Marine Seguradora,Ocorreu o sinistro e não pagaram o seguro!!!,Alfredo Wagner - SC,2022-04-27,2022-04-29,2,Não resolvido,Não,0,negativo
-3276892223084001196,Tokio Marine Seguradora,Seguradora não responde aviso de sinistro,São Paulo - SP,2022-04-30,2022-06-27,58,Resolvido,Não,0,negativo
-728990671848878465,Tokio Marine Seguradora,SEGURADORA SE RECUSA PAGAR LUCRO CESSANTE,Goiânia - GO,2022-04-20,2022-04-28,8,Resolvido,Não,0,negativo
6484455629402601033,Tokio Marine Seguradora,Sem cobertura_teto panorâmico_Peugeot 308,Volta Redonda - RJ,2022-06-18,2022-06-28,10,Não resolvido,Não,0,negativo
276426488256273520,Zurich Brasil Seguros,DESCASO COM O SEGURADO NO PAGAMENTO DA INDENIZAÇÃO!,São Paulo - SP,2022-04-12,2022-04-19,7,Não resolvido,Não,0,negativo
8239405521838562517,Zurich Brasil Seguros,NAO COBRIRAM MEU SEGURO SENDO QUE ESTA NO CONTRATO,São Paulo - SP,2022-03-29,2022-06-23,86,Não resolvido,Não,0,negativo
-3043486780678137044,Zurich Brasil Seguros,Sem geladeira Zurich dificulta pagamento de seguro,Lauro de Freitas - BA,2022-06-10,2022-06-21,11,Não resolvido,Não,0,negativo
4976850354819758032,AIG Seguros Brasil,Demora no pagamento do seguro proteção de preço,Cristalândia - TO,2022-03-27,2022-05-13,47,Não resolvido,Não,0,negativo
3756429409040477676,Azul Seguros,A empresa se recusou a tomar providência sobre o dano,São Paulo - SP,2022-03-30,2022-05-06,37,Não resolvido,Não,0,negativo
6237970424262742545,HDI Seguros,HDI Seguros não conserta nem devolve carro de terceiro,Curitiba - PR,2022-04-25,2022-05-27,32,Não resolvido,Não,0,negativo
6415467916731958827,Porto Seguro,Seguradora não indeniza cliente conforme o contratado,Belo Horizonte - MG,2022-03-28,2022-05-30,63,Não resolvido,Não,0,negativo
8010719561557398080,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",PESSIMO ATENDIMENTO E FALTA DE RESPEITO AO CLIENTE,Rio de Janeiro - RJ,2022-05-25,2022-06-20,26,Não resolvido,Não,0,negativo
-4734465315190725675,Tokio Marine Seguradora,Cobrança indevida do sinistro do meu carro,Indaiatuba - SP,2022-06-07,2022-06-21,14,Não resolvido,Não,0,negativo
2626061014170783309,Tokio Marine Seguradora,Sinistro com mais de 40 dias sem resolução,Nova Friburgo - RJ,2022-03-28,2022-04-27,30,Não resolvido,Não,0,negativo
-5883265251323653573,Zurich Brasil Seguros,CELULAR GARANTIA ESTENDIDA. NÃO REPARARAM A CONTENTO,Salvador - BA,2022-05-13,2022-06-29,47,Resolvido,Não,0,negativo
-2335513176029882092,AIG Seguros Brasil,Seguro Proteção de preço com pagamento em atraso,Vargem Grande Paulista - SP,2022-04-18,2022-04-27,9,Não resolvido,Não,0,negativo
-2721621897454272438,Bradesco Seguros,PSOCORRO SEM COBERTURA PARA EXAME COBERTO PELA ANS,São Paulo - SP,2022-04-27,2022-05-30,33,Não resolvido,Não,0,negativo
-8927366131639698804,HDI Seguros,HDI engana cliente na disponibilização do carro reserva,Cascavel - PR,2022-05-26,2022-06-09,14,Não resolvido,Não,0,negativo
5068615157998313169,MAPFRE Seguros,"Falta de assistência, demora no retorno, descaso total",Floriano - PI,2022-04-11,2022-04-23,12,Não resolvido,Não,0,negativo
-9101963211689583635,Porto Seguro,Contratei o serviço e só posso utilizar 3 vezes no ano,São Bernardo do Campo - SP,2022-03-28,2022-04-20,23,Resolvido,Não,0,negativo
8861817011602768379,Tokio Marine Seguradora,A empresa é boa até que vc acione o serviço.,Brasília - DF,2022-06-13,2022-07-01,18,Resolvido,Não,0,negativo
-7950911217121041326,Zurich Brasil Seguros,Cobertura contratada diferente da cobertura atendida,Londrina - PR,2022-04-28,2022-05-11,13,Não resolvido,Não,0,negativo
-5996802691549048630,Zurich Brasil Seguros,Não quiz fazer a troca da televisão por uma da mesma,Itabira - MG,2022-04-06,2022-04-14,8,Não resolvido,Não,0,negativo
3394439984378180246,AIG Seguros Brasil,3699711 - Proteção de Preço com atraso de pagamento,São Roque - SP,2022-05-11,2022-06-15,35,Não resolvido,Não,0,negativo
-505769519785694988,AIG Seguros Brasil,Demora exagerada na resposta da Proteção de Preço,Contagem - MG,2022-04-08,2022-04-26,18,Não resolvido,Não,0,negativo
9158374403564763269,AIG Seguros Brasil,Dois seguros de proteção de preço atrasados meses,Belo Horizonte - MG,2022-04-19,2022-05-20,31,Não resolvido,Não,0,negativo
-9106866620619867401,AIG Seguros Brasil,INDIGNADO! Descaso e mal atendimento no SAC da AIG,Belo Horizonte - MG,2022-04-20,2022-04-25,5,Não resolvido,Sim,0,negativo
-353581667577360854,AIG Seguros Brasil,SEGURO PROTEÇÃO DE PREÇO VISA NÃO PAGA O SINISTRO,São Paulo - SP,2022-04-12,2022-04-27,15,Não resolvido,Não,0,negativo
794681203939649358,AIG Seguros Brasil,Serviço de Proteção de preços - Propaganda Enganosa!!!,Rio Branco - AC,2022-04-08,2022-05-05,27,Resolvido,Não,0,negativo
-6323269876679315198,Bradesco Seguros,Casa atingida por vendaval e cliente não ressarcido!,Esteio - RS,2022-04-12,2022-05-18,36,Não resolvido,Não,0,negativo
6956742743135885012,Porto Seguro,Sinistro do terror - Descaso total 2 meses reparo simples,São Paulo - SP,2022-04-05,2022-06-27,83,Não resolvido,Não,0,negativo
-5049621138838660149,Youse Seguros,COBRANÇA INDEVIDA - NÃO ESTORNAM E NÃO DEPOSITAM O VALOR,Bauru - SP,2022-06-01,2022-06-14,13,Resolvido,Não,0,negativo
-1949760734846585142,AIG Seguros Brasil,Atraso no pagamento do seguro de Proteção de Preço,Salvador - BA,2022-04-16,2022-06-24,69,Não resolvido,Não,0,negativo
-3610354071679982826,AIG Seguros Brasil,Retorno Sinistro 03803191 - Visa Proteção de Compras,São Paulo - SP,2022-05-10,2022-05-29,19,Não resolvido,Não,0,negativo
-6537586960453004182,Bradesco Seguros,Bradesco saúde não está nem aí para os seus clientes,São Paulo - SP,2022-05-25,2022-05-30,5,Resolvido,Não,0,negativo
4892496544685616920,Bradesco Seguros,Supressão ilegal de cobertura devidamente contratada,Rio de Janeiro - RJ,2022-05-21,2022-07-11,51,Não resolvido,Não,0,negativo
5332438261326019596,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.","Carro pronto na oficina, mas divergencia de informação.",São Paulo - SP,2022-03-30,2022-06-15,77,Não resolvido,Não,0,negativo
4098919736679937973,Youse Seguros,4 horas para conseguir serviço de guincho e assistência,Curitiba - PR,2022-06-13,2022-06-15,2,Não resolvido,Não,0,negativo
396667998340640735,AIG Seguros Brasil,Desde o ano passado solicitando o proteção de preço,Joinville - SC,2022-05-30,2022-05-30,0,Não resolvido,Não,0,negativo
-7770861840342427597,AIG Seguros Brasil,SEGURADORA AIG NÃO PAGA SEGURO DE PROTEÇÃOD E PREÇO,São Bernardo do Campo - SP,2022-06-03,2022-06-09,6,Não resolvido,Não,0,negativo
-5919484109392979144,Bradesco Seguros,"Não faça seguro auto Bradesco, não atende os segurados",Belém - PA,2022-06-19,2022-06-24,5,Resolvido,Não,0,negativo
-8816404668020145325,Bradesco Seguros,Negativa de reembolso / Contato satisfatório IMPOSSÍVEL,São Paulo - SP,2022-04-25,2022-05-16,21,Não resolvido,Não,0,negativo
-6061221892156855835,Bradesco Seguros,Reembolso Psicoterapia Não Reembolsado sem explicação,São Paulo - SP,2022-04-29,2022-06-17,49,Não resolvido,Não,0,negativo
7036869813257310144,Porto Seguro,"Cobrança indevida, fora do horário, insistência em cobrança!",Goiânia - GO,2022-05-05,2022-05-27,22,Não resolvido,Não,0,negativo
1865046504924958017,Tokio Marine Seguradora,Seguro residencial Tokio Marine- Melhor não ter,Santo André - SP,2022-03-30,2022-04-05,6,Não resolvido,Não,0,negativo
-819960690557334662,Zurich Brasil Seguros,Reparamos sinistro por inteiro e recebemos parcialmente.,Belo Horizonte - MG,2022-03-30,2022-05-12,43,Não resolvido,Não,0,negativo
3909311875510551939,Bradesco Seguros,5 meses para um reembolso e até hoje não tive resposta,Formosa - GO,2022-05-13,2022-06-22,40,Não resolvido,Não,0,negativo
-3740505599056003457,Bradesco Seguros,LUCROS CESSANTES É ENGANAÇÃO. ABSURDO!!! DESRESPEITO TOTAL!!!,São Paulo - SP,2022-04-30,2022-05-09,9,Não resolvido,Não,0,negativo
-5382268932398418722,MAPFRE Seguros,2 horas pra mandar um guincho no centro de Guarapuava PR,Blumenau - SC,2022-03-31,2022-04-11,11,Não resolvido,Não,0,negativo
5335895411011991635,Tokio Marine Seguradora,A Tokio negou um sinistro de seguro residencial.,Rolim de Moura - RO,2022-04-12,2022-05-17,35,Não resolvido,Não,0,negativo
-3712480964894615337,Tokio Marine Seguradora,Não debitaram a parcela do seguro no meu cartão,Rio Paranaíba - MG,2022-04-27,2022-05-06,9,Não resolvido,Não,0,negativo
8672668390367109777,Bradesco Seguros,"DESCUMPRIMENTO DE OBRIGAÇÕES, DESRESPEITO COM CONSUMIDOR",Florianópolis - SC,2022-04-14,2022-05-13,29,Não resolvido,Não,0,negativo
-9205375201879985415,Bradesco Seguros,Péssimo seguro. Não fazem reembolso. Demoram para atender,Salvador - BA,2022-06-13,2022-07-12,29,Não resolvido,Não,0,negativo
5523787741368962456,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Sem atendimento ao serviço de reparo da máquina de lavar,São Paulo - SP,2022-05-21,2022-06-15,25,Resolvido,Não,0,negativo
5418689441739481913,Zurich Brasil Seguros,Demora em dar retorno e passar informações sobre sinistro,Belo Horizonte - MG,2022-06-10,2022-06-20,10,Não resolvido,Não,0,negativo
-6471619443349823304,Bradesco Seguros,Bradesco Seguro Residencial não cumpre apólice de seguro,Praia Grande - SP,2022-06-27,2022-07-05,8,Resolvido,Não,0,negativo
-6331371523071683236,Bradesco Seguros,"Na hora que vocês mais precisa, a seguradora lava as mãos",Ribeirão Preto - SP,2022-04-30,2022-05-09,9,Não resolvido,Não,0,negativo
5597757873640984372,Bradesco Seguros,Pior seguro que eu já fiz em 37 anos. Não fazem reembolso!,Rio de Janeiro - RJ,2022-06-03,2022-06-20,17,Não resolvido,Não,0,negativo
22735977491617492,Bradesco Seguros,PROBLEMA NAO RESOLVIDO E FALTA DE ACESSO AO MEU CONVÊNIO,São Paulo - SP,2022-04-27,2022-05-04,7,Não resolvido,Não,0,negativo
-8197466208744690566,MAPFRE Seguros,Carro sem previsão de reparo e sem direito a carro reserva,Florianópolis - SC,2022-04-18,2022-04-29,11,Não resolvido,Não,0,negativo
882484203013147580,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",CANCELARAM MEU SEGURO RESIDENCIAL APOS SOLICITAR SINISTRO,Fortaleza - CE,2022-04-05,2022-04-16,11,Não resolvido,Não,0,negativo
9207764316193144721,Zurich Brasil Seguros,Cancelamento Indevido de apólice após erro em pagar boleto,Florianópolis - SC,2022-05-06,2022-05-25,19,Não resolvido,Não,0,negativo
1829072053693402568,Tokio Marine Seguradora,"Acidente causado por assegurado, demora para reparo!",Guaporé - RS,2022-04-28,2022-05-07,9,Não resolvido,Não,0,negativo
7058135412145802776,Bradesco Seguros,Solicitação de Comprovante de Pagamento Inviável de Enviar,São Paulo - SP,2022-04-12,2022-04-27,15,Não resolvido,Não,0,negativo
2417266885868892210,Porto Seguro,Porto seguro quer que terceiro assuma a depreciação do veículo,São Paulo - SP,2022-05-04,2022-06-13,40,Resolvido,Não,0,negativo
7873483939686805858,Tokio Marine Seguradora,Manter o Valor da Apólice NOVA Mudando de Corretora,São Paulo - SP,2022-06-28,2022-07-01,3,Não resolvido,Não,0,negativo
360981898862161930,Zurich Brasil Seguros,GARANTIA EXTENDIDA SMART TV LG 50 POLEGADAS - RECUSA DO REPARO,Parnamirim - RN,2022-05-03,2022-05-31,28,Não resolvido,Não,0,negativo
-8903204802759425244,AIG Seguros Brasil,IMPOSSÍVEL O CONTATO - reembolso de gastos por seguro saúde,Campinas - SP,2022-04-12,2022-04-14,2,Não resolvido,Não,0,negativo
6947817083680221950,Bradesco Seguros,Dificuldade de efetuar o cancelamento de seguro residencial,Porto Alegre - RS,2022-06-21,2022-06-24,3,Não resolvido,Não,0,negativo
8615624973506246260,Bradesco Seguros,Empresa irresponsável. Demora no atendimento e não reembolsa,Salvador - BA,2022-04-22,2022-07-12,81,Não resolvido,Não,0,negativo
-3493756481554568194,Zurich Brasil Seguros,Não entregou conserto do carro no prazo estipulado pela susep,Itaúna - MG,2022-05-05,2022-05-24,19,Não resolvido,Não,0,negativo
-2353695139944154023,AIG Seguros Brasil,Cadê o dinheiro do seguro que foi aprovado a quase 2 meses????,Fortaleza - CE,2022-04-02,2022-05-02,30,Não resolvido,Não,0,negativo
-2788233449315181998,AIG Seguros Brasil,Cadê o dinheiro do seguro que foi aprovado a quase 2 meses?,Fortaleza - CE,2022-05-02,2022-05-28,26,Não resolvido,Não,0,negativo
4758990846819211919,AIG Seguros Brasil,Seguro Viagem sem Assistência e Burocrático e não funciona,Curitiba - PR,2022-05-19,2022-06-29,41,Não resolvido,Não,0,negativo
4058854081316461719,Bradesco Seguros,empresa se recusa a trocar meu email de cadastro e me ignora.,São José dos Campos - SP,2022-06-07,2022-07-07,30,Resolvido,Sim,0,negativo
-1090215920811282356,Bradesco Seguros,Não possuem referenciados e não reembolsam praticamente nada!,Mossoró - RN,2022-05-24,2022-06-21,28,Não resolvido,Não,0,negativo
7753280820026620893,MAPFRE Seguros,"Mal atendimento, demora, ninguém sabe resolver (SINISTRO DO CARRO)!!!!!!!!!!",São Simão - GO,2022-04-25,2022-05-10,15,Não resolvido,Não,0,negativo
4559911878070499417,Tokio Marine Seguradora,Não recomendo a TOKIO MARINE: Assistência Auto péssima,São Paulo - SP,2022-05-27,2022-06-08,12,Não resolvido,Não,0,negativo
-65443991216216198,Porto Seguro,Contrato Porto Carro Fácil prestes a vencer e não consigo contato,São Paulo - SP,2022-06-20,2022-06-27,7,Resolvido,Não,0,negativo
-5499242629959185252,Porto Seguro,Na Porto Seguro o desrespeito e a desfaçatez não conhecem limites,Campinas - SP,2022-06-13,2022-06-21,8,Não resolvido,Não,0,negativo
-1143632169562787307,Porto Seguro,Não consigo escolher a oficina que será feito o reparo do veículo,Maringá - PR,2022-06-07,2022-06-15,8,Não resolvido,Não,0,negativo
8890059640805392192,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.","Atendimentos péssimos, e ainda prejudicam e sabotam os clientes.",Barueri - SP,2022-04-12,2022-06-30,79,Não resolvido,Não,0,negativo
3916213352840065493,Tokio Marine Seguradora,Tokio Marine recusou fornecer guincho para o meu carro,Sorocaba - SP,2022-04-27,2022-05-16,19,Não resolvido,Não,0,negativo
-6389192060219907060,Tokio Marine Seguradora,"Tokio Marine Seguradora, não quer efetuar ressarcimento",Botucatu - SP,2022-04-28,2022-05-06,8,Não resolvido,Não,0,negativo
-8434570820766341760,Bradesco Seguros,"Entrada em sinistro, e no Bradesco disseram que estava inativos",Rio de Janeiro - RJ,2022-04-22,2022-07-04,73,Não resolvido,Não,0,negativo
4649336487346489759,Bradesco Seguros,NÃO REEMBOLSO DE EXAMES OFTALMOLÓGICOS (ABERROMETRIA E PENTACAM),Rio de Janeiro - RJ,2022-06-06,2022-06-27,21,Não resolvido,Não,0,negativo
-4993636900095335266,Zurich Brasil Seguros,Notebook veio do concerto com defeito e não querem me reembolsar,São Paulo - SP,2022-06-14,2022-06-23,9,Não resolvido,Não,0,negativo
-431301844565947297,Zurich Brasil Seguros,ZuricH não atende consulmidor com colchão que apresentou defeito.,Osasco - SP,2022-04-24,2022-05-14,20,Resolvido,Não,0,negativo
-4061989459607506215,Bradesco Seguros,Ausência de resposta - Necessidade de fornecimento de medicamento,Araruama - RJ,2022-05-01,2022-05-05,4,Não resolvido,Não,0,negativo
-3917401593473511182,Bradesco Seguros,Cancelamento apólice seguro - sem notificação pendência pagamento,Ponte Nova - MG,2022-06-10,2022-06-15,5,Não resolvido,Não,0,negativo
565301484131251504,Bradesco Seguros,Disse que o meu reembolso iria ser depositado e não depositaram,Maceió - AL,2022-06-25,2022-07-05,10,Resolvido,Não,0,negativo
-4080700835069346154,Bradesco Seguros,Não conseguem modificar a forma de pagamento do meu seguro auto,São Paulo - SP,2022-06-29,2022-07-12,13,Não resolvido,Não,0,negativo
4225984315781067831,MAPFRE Seguros,BB Seguros cancela apólice indevidamente e não resolve o problema.,Brasília - DF,2022-04-19,2022-05-16,27,Resolvido,Não,0,negativo
198335828649506947,Tokio Marine Seguradora,Forçaram o reparo no veiculo e demora por falta de peças,São Paulo - SP,2022-05-22,2022-06-30,39,Não resolvido,Não,0,negativo
-3927923809486934360,Azul Seguros,"Sou terceiro, carro batido ha mais de 2 semanas e a Azul me enrolando",Rio de Janeiro - RJ,2022-04-14,2022-04-27,13,Resolvido,Não,0,negativo
3170776759579005905,Porto Seguro,"CARRO FACIL - ABSURDO DE CARO, COBRANÇA VEM DEPOIS DE ANOS E TE ENROLAM",São Paulo - SP,2022-05-16,2022-06-07,22,Não resolvido,Não,0,negativo
5374185079455297113,Tokio Marine Seguradora,Sinistro Recusado após Semanas do Carro Parado na Oficina,Brasília - DF,2022-04-05,2022-04-20,15,Não resolvido,Não,0,negativo
-6311731073424186590,Azul Seguros,EMPRESA SEM NENHUM RESPEITO PELO CLIENTE: NÃO CONTRATEM A AZUL SEGUROS!!!,Franca - SP,2022-03-30,2022-04-11,12,Não resolvido,Não,0,negativo
1892491366195842656,Bradesco Seguros,INTERNET BANKING DO BRADESCO (NAO) REDUZ VALOR CONTRIBUIÇÃO DO (PGBL),Brasília - DF,2022-06-09,2022-06-13,4,Não resolvido,Não,0,negativo
-2285067327510463107,Tokio Marine Seguradora,Demora na aprovação de complemento de processo de sinistro,Belo Horizonte - MG,2022-04-19,2022-05-16,27,Resolvido,Não,0,negativo
6527639710300560801,AIG Seguros Brasil,Proteção de Preço não paga - Visa e AIG Seguros (Há mais de 3 meses),Fortaleza - CE,2022-05-28,2022-06-27,30,Resolvido,Não,0,negativo
-5498791011625656862,Bradesco Seguros,Bradesco não informa mais aos clientes o rendimento da previdência,São José dos Campos - SP,2022-04-29,2022-05-13,14,Não resolvido,Não,0,negativo
-9055255032197359626,HDI Seguros,"Descaso com o usuário, parado há horas na estrada e não enviam o reboque!",Contagem - MG,2022-06-20,2022-07-01,11,Resolvido,Sim,0,negativo
2021634979247495462,MAPFRE Seguros,Desrespeito com segurado e terceiro. Ausência de avaliação em veículo.,Ourinhos - SP,2022-04-26,2022-05-04,8,Resolvido,Não,0,negativo
4499593155491069802,AIG Seguros Brasil,Proteção de preço aprovado há mais de dois meses e ainda não pago,Holambra - SP,2022-04-19,2022-06-14,56,Não resolvido,Não,0,negativo
-8366768156099923914,Azul Seguros,Colisão não autorizou pagamento de terceiro em seguida mudaram de idéia,São Paulo - SP,2022-03-31,2022-04-12,12,Não resolvido,Não,0,negativo
-8405579558457595541,HDI Seguros,Carro foi entregue com defeito e estão acusando que era defeito anterior,Curitiba - PR,2022-05-02,2022-05-06,4,Não resolvido,Não,0,negativo
-4703179830276512021,Porto Seguro,"Descaso com terceiros - sem previsão de conserto do veículo, não pagamento de lucros cessantes.",Mesquita - RJ,2022-04-26,2022-05-09,13,Não resolvido,Não,0,negativo
2840582629223602732,Porto Seguro,PORTO SEGURO FEZ O SERVIÇO DA TERCEIRA PELA METADE . ABSURDO / SEGURADO E TERCEIRO AVALIANDO AJUIZAR AÇÃO POIS TEMOS PROVAS,Maceió - AL,2022-05-08,2022-06-09,32,Não resolvido,Não,0,negativo
5860901676698189988,Bradesco Seguros,Bradesco Seguro usa de táticas protelatórias para não pagar o prêmio,Itatiba - SP,2022-04-28,2022-07-08,71,Não resolvido,Não,0,negativo
1479132535423229729,Tokio Marine Seguradora,Endosso na tokio marine não é levado a sério pela própria CIA,Curitiba - PR,2022-04-19,2022-04-29,10,Não resolvido,Não,0,negativo
-8424224116515724193,Azul Seguros,DESCASO COM CONSUMIDOR - VÉICULO COM SINISTRO A 60 DIAS SEM QUE A SEGURADORA FORNEÇA PEÇAS E AUTORIZE O REPARO PELA OFICINA,São Bernardo do Campo - SP,2022-06-06,2022-07-01,25,Resolvido,Não,0,negativo
7523606155440611090,Bradesco Seguros,Seguro caro pago de uma vez cancelei e n quero receber $ na minha conta,Curitiba - PR,2022-04-22,2022-05-12,20,Não resolvido,Não,0,negativo
6189259008717567350,HDI Seguros,HDI vende veículo com procuração rejeitada pelo DETRAN/DF impossibilitando a transferência,Brasília - DF,2022-04-27,2022-05-05,8,Não resolvido,Não,0,negativo
-6319314351227810057,MAPFRE Seguros,"Vida - Na pior hora, a cobertura não é igual vendem. Parece o sanduíche com gosto de picanha.",Blumenau - SC,2022-05-03,2022-05-04,1,Não resolvido,Não,0,negativo
4329315780829643456,Porto Seguro,"Meu piso da cozinha danificou após troca da torneira pela porto seguro, deixou vazando a água quente que infiltrou e delatou o puso",São Paulo - SP,2022-06-06,2022-06-19,13,Não resolvido,Não,0,negativo
6291209766287947519,Tokio Marine Seguradora,Seguro não compareceu ao local para prestar socorro ao veículo,Sorocaba - SP,2022-05-31,2022-06-13,13,Não resolvido,Não,0,negativo
-5133491573179768499,AIG Seguros Brasil,Bradesco Visa Infinite - Demora no ressarcimento do seguro viagem (auto),São Paulo - SP,2022-04-25,2022-06-14,50,Resolvido,Não,0,negativo
-5133491573179768499,AIG Seguros Brasil,Bradesco Visa Infinite - Demora no ressarcimento do seguro viagem (auto),São Paulo - SP,2022-04-26,2022-06-14,49,Resolvido,Não,0,negativo
-2149825458189873004,Bradesco Seguros,Falta de Assistência da seguradora com carro quebrado DENTRO da cidade,Capivari - SP,2022-04-12,2022-05-13,31,Resolvido,Não,0,negativo
-834482513699283156,MAPFRE Seguros,"MAPFRE SEGUROS NÃO CONFIE, POIS NÃO ASSEGURA NINGUÉM , COLOCARÁ SEU PATRONIO EM RISCO COM A MAPFRE INSEGUROS.",São Paulo - SP,2022-04-29,2022-05-13,14,Não resolvido,Não,0,negativo
1642100833074266690,Porto Seguro,"60 dias com carro na oficina por conta de atraso liberação de reparo, 19 dias corrido da data de abertura até a liberação",Boa Esperança - MG,2022-03-28,2022-04-08,11,Não resolvido,Não,0,negativo
6768231225323798882,Porto Seguro,Empresa insuportável. Já pedi para pararem de enviar spam por SMS e continuam me perturbando quase todo dia!!!,São Paulo - SP,2022-03-30,2022-05-06,37,Não resolvido,Não,0,negativo
1149495161201171193,Porto Seguro,Má prestação de serviço seguro auto seguro parcial por alagamento(Fujam da Porto Seguro),Rio de Janeiro - RJ,2022-05-10,2022-06-17,38,Não resolvido,Não,0,negativo
6754059648168566412,Porto Seguro,"Porto Seguro se nega a autorizar conserto de veículo, mesmo após vistoria autorizada",São Paulo - SP,2022-03-29,2022-05-16,48,Resolvido,Não,0,negativo
-1910214016772948648,Porto Seguro,TINHA DESCONTO NA FRANQUIA POR PAGAR COM CARTÃO PORTO E DEPOIS FALARSM QUE NÃO,Mairiporã - SP,2022-05-25,2022-05-27,2,Não resolvido,Não,0,negativo
6999913779120446748,Tokio Marine Seguradora,Vão me reembolsar sobre um valor errado e muito depois do prazo.,Joinville - SC,2022-04-25,2022-05-04,9,Não resolvido,Não,0,negativo
-4600563620999630933,AIG Seguros Brasil,Negativa e demora na análise da documentação seguro proteção de preço,Franca - SP,2022-03-29,2022-04-24,26,Não resolvido,Não,0,negativo
